system,id,type,answerable,question,refused,answer,sources,gold,gold_points,coding_correctness,coding_groundedness
prod-sol,C-HOLD-208,C-HOLD,True,What happened to the objection petition in Mst. Balqees Begum vs ADJ (2026 LHC 4874)?,False,"The objection petition was dismissed by both lower courts. The Lahore High Court found no illegality or jurisdictional defect in those decisions, upheld the impugned orders, and dismissed Mst. Balqees Begum’s writ petition as meritless.

The Court added that if any part of her own property is taken during execution, she may seek restitution of possession under section 144 of the Code of Civil Procedure, 1908; demarcation may also be conducted if required.
Sources:
- 2026 LHC 4874 — MST. BALQEES BEGUM VS ADJ ETC (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2026LHC4874.pdf (text retrieved 2026-08-10)
- 2026 LHC 3702 — Sheikh Imam Baksh & 2 others Vs Mst. Gulzar Begum etc (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2026LHC3702.pdf (text retrieved 2026-08-10)
- 2024 LHC 956 — Begum Tasneem Akhtar (deceased) through LRs Javaid Siddique & 2 others Vs ADJ Lahore etc. (Mr. Justice Rasaal Hasan Syed) — https://sys.lhc.gov.pk/appjudgments/2024LHC956.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4874 — MST. BALQEES BEGUM VS ADJ ETC (Mr. Justice M; 2026 LHC 3702 — Sheikh Imam Baksh & 2 others Vs Mst. Gulzar ; 2024 LHC 956 — Begum Tasneem Akhtar (deceased) through LRs J,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4874""}]",dismissed as meritless,,
prod-sol,C-HOLD-209,C-HOLD,True,How did the LHC split its decision in Faisal Manzoor vs District & Sessions Judge (2026 LHC 4800)?,False,"The Lahore High Court **partly allowed and partly dismissed** Faisal Manzoor’s petition:

- **Allowed:** The petition was accepted regarding the transfer of applications under **section 22-A(6) of the Code of Criminal Procedure, 1898**.
- **Dismissed:** It was rejected regarding the transfer of **bail applications**. The Court held that transferring those applications from the Additional Sessions Judge at Depalpur to the Additional Sessions Judge at Renala Khurd was lawful and justified to ensure that justice was both done and seen to be done.
- **Miscellaneous application:** C.M. No.01/2026 was disposed of as having lost relevance after the main petition was decided.
Sources:
- 2026 LHC 4800 — Faisal Manzoor Vs District & Sessions Judge etc (Mr. Justice Farooq Haider) — https://sys.lhc.gov.pk/appjudgments/2026LHC4800.pdf (text retrieved 2026-08-10)
- 2025 LHC 7806 — Fauzia Qayyum through Abdul Qayoom Vs Additional District Judge etc (Mr. Justice Malik Javid Iqbal Wains) — https://sys.lhc.gov.pk/appjudgments/2025LHC7806.pdf (text retrieved 2026-08-10)
- 2023 LHC 6592 — Muhammad Faisal Labar Vs Federation of Pakistan etc. (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2023LHC6592.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4800 — Faisal Manzoor Vs District & Sessions Judge ; 2025 LHC 7806 — Fauzia Qayyum through Abdul Qayoom Vs Additi; 2023 LHC 6592 — Muhammad Faisal Labar Vs Federation of Pakis,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4800""}]",accepted regarding transfer of applications under section 22-A(6) CrPC | dismissed regarding transfer of bail applications,,
prod-sol,C-HOLD-210,C-HOLD,True,What did the LHC decide in Umer Farooq alias Ahtisham vs The State (2026 LHC 4789)?,False,"The Lahore High Court **allowed Umer Farooq alias Ahtisham’s petition and granted him post-arrest bail** in FIR No. 2131/2024 under sections 302 and 34 PPC.

The Court noted that:

- The FIR initially named no accused.
- Neither the complainant nor the alleged eyewitnesses nominated anyone in their initial section 161 Cr.P.C. statements.
- The petitioner was implicated through a supplementary statement recorded after an unexplained delay of about nine months and five days.
- Mere involvement in another similar FIR could not justify pre-trial detention, given the presumption of innocence.
- The heinous nature of an offence alone is not a ground for refusing bail where the accused is otherwise entitled to it.
- The investigation concerning the petitioner was complete, so no useful purpose would be served by keeping him detained.

Bail was granted subject to bonds of **Rs. 1,000,000 with two sureties, each for the same amount**, to the trial court’s satisfaction. The Court clarified that its observations were tentative and limited to deciding bail.

It also directed the Inspector General of Police, Punjab, to circulate the order province-wide so senior police and investigation officers strictly scrutinize future attempts to implicate accused persons through supplementary statements.
Sources:
- 2026 LHC 4789 — Umer Farooq alias Ahtisham Vs The State etc (Mr. Justice Muhammad Tariq Nadeem) — https://sys.lhc.gov.pk/appjudgments/2026LHC4789.pdf (text retrieved 2026-08-10)
- 2026 LHC",2026 LHC 4789 — Umer Farooq alias Ahtisham Vs The State etc ; 2026 LHC 3403 — Ms Alliance Sugar Mills Limited & Ms RYK Mil; 2024 LHC 4277 — Ms. Medequips through Umer Farooq Sheikh Vs ,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4789""}]",petition allowed; petitioner admitted to post-arrest bail subject to bail bonds,,
prod-sol,C-HOLD-211,C-HOLD,True,What was the fate of the writ petition in Arslan vs Nisha Shahid (2026 LHC 4758)?,False,"The Lahore High Court dismissed Arslan’s writ petition **in limine**, holding that no case for interference was made out.
Sources:
- 2026 LHC 4758 — Arslan . Vs Nisha Shahid etc (Mr. Justice Mohsin Akhtar Kayani) — https://sys.lhc.gov.pk/appjudgments/2026LHC4758.pdf (text retrieved 2026-08-10)
- 2026 LHC 4044 — Ms Hyundai Nishat Motor Pvt. Ltd. through Asfand Yar Suleman Vs Province of Punjab etc (Mr. Justice Shahid Karim) — https://sys.lhc.gov.pk/appjudgments/2026LHC4044.pdf (text retrieved 2026-08-10)
- 2023 LHC 3770 — Ms Nishat Hotels and Properties Limited through Aqib Zulfiqar Vs Province of Punjab etc (Mr. Justice Shahid Karim) — https://sys.lhc.gov.pk/appjudgments/2023LHC3770.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4758 — Arslan . Vs Nisha Shahid etc (Mr. Justice Mo; 2026 LHC 4044 — Ms Hyundai Nishat Motor Pvt. Ltd. through As; 2023 LHC 3770 — Ms Nishat Hotels and Properties Limited thro,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4758""}]",dismissed in limine — no case for interference was made out,,
prod-sol,C-HOLD-212,C-HOLD,True,What was the outcome of the civil revision in Mushtaq Ahmad vs Province of Punjab (2026 LHC 4741)?,False,"The Lahore High Court **dismissed Civil Revision No. 20710 of 2020**, while observing that the consolidation officer’s jurisdiction remained intact to implement the consolidation proceedings under section 15 of the relevant Ordinance.

The Court also directed the consolidation officers to decide any implementation application filed by the petitioners **within six months, in accordance with law**.
Sources:
- 2026 LHC 4741 — Mushtaq Ahmad etc Vs POP Through DC etc (Mr. Justice Mohsin Akhtar Kayani) — https://sys.lhc.gov.pk/appjudgments/2026LHC4741.pdf (text retrieved 2026-08-10)
- 2022 LHC 6637 — Ghulam Rasool etc VS Province of Punjab etc (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2022LHC6637.pdf (text retrieved 2026-08-10)
- 2026 LHC 2519 — JAN MUHAMMAD OTHER VS AHMAD BAKHSH OTHER (Mr. Justice Muhammad Raza Qureshi) — https://sys.lhc.gov.pk/appjudgments/2026LHC2519.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4741 — Mushtaq Ahmad etc Vs POP Through DC etc (Mr.; 2022 LHC 6637 — Ghulam Rasool etc VS Province of Punjab etc ; 2026 LHC 2519 — JAN MUHAMMAD OTHER VS AHMAD BAKHSH OTHER (Mr,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4741""}]",civil revision dismissed with observations,,
prod-sol,C-HOLD-213,C-HOLD,True,What did the LHC decide in the petition of Meera Shafi through Saba Hamid vs ADJ (2026 LHC 47)?,False,"The Lahore High Court **dismissed Meera Shafi’s constitutional petition**, finding no ground to interfere with the trial court’s interim injunction. **No order as to costs** was made.

The injunction restrained her, until the defamation suit was decided, from making statements relevant to the controversy underlying the plaintiff’s defamation claim. The LHC held that:

- The truth or falsity of the sexual-harassment allegations could not be determined at the preliminary stage without evidence.
- Repeated public propagation while the case was pending could create a parallel media trial.
- The trial court’s discretionary order was well-reasoned and was not arbitrary, perverse, or jurisdictionally defective.

The LHC also directed the trial court to decide the main suit expeditiously, **preferably within 30 days**, and inform the High Court through the Deputy Registrar (Judicial).
Sources:
- 2026 LHC 47 — Meera Shafi through Saba Hamid Vs ADJ etc (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2026LHC47.pdf (text retrieved 2026-08-10)
- 2022 LHC 1786 — Meera Shafi etc Vs FOP etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC1786.pdf (text retrieved 2026-08-10)
- 2026 LHC 2900 — Fareha . Vs Asad Bashir etc. (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2026LHC2900.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confir",2026 LHC 47 — Meera Shafi through Saba Hamid Vs ADJ etc (Mr.; 2022 LHC 1786 — Meera Shafi etc Vs FOP etc (Mr. Justice Tari; 2026 LHC 2900 — Fareha . Vs Asad Bashir etc. (Mr. Justice An,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 47""}]",petition dismissed as devoid of force/substance,,
prod-sol,C-HOLD-214,C-HOLD,True,What relief did the LHC grant in Mst. Muqadas vs SHO (2026 LHC 4635)?,False,"The Lahore High Court accepted the writ petition and quashed FIR No. 1247/2025.
Sources:
- 2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4635.pdf (text retrieved 2026-08-10)
- 2026 LHC 2835 — Grant Thornton Anjum Rahman through Imran Afzal Vs Registrar of Firms etc. (Mr. Justice Malik Muhammad Awais Khalid) — https://sys.lhc.gov.pk/appjudgments/2026LHC2835.pdf (text retrieved 2026-08-10)
- 2024 LHC 463 — Commissioner Inland Revenue (Zone-II) Vs Muhammad Osman Gul (Mr. Justice Shahid Karim) — https://sys.lhc.gov.pk/appjudgments/2024LHC463.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Sa; 2026 LHC 2835 — Grant Thornton Anjum Rahman through Imran Af; 2024 LHC 463 — Commissioner Inland Revenue (Zone-II) Vs Muha,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4635""}]",petition accepted; the FIR was the subject of the relief (quashing/consequential order per the judgment text),,
prod-sol,C-HOLD-215,C-HOLD,True,How did the revision petition end in Hanifan Bibi vs Muhammad Tayyab (2026 LHC 4569)?,False,"The Lahore High Court **accepted the revision petition**. It set aside the Additional District Judge’s judgment and decree dated **27 April 2015** and restored the Civil Judge’s judgment dated **18 December 2012**, which had dismissed Muhammad Tayyab’s suit for specific performance. **No order as to costs** was made.
Sources:
- 2026 LHC 4569 — HANIFAN BIBI ETC VS MUHAMMAD TAYYAB (Mr. Justice Rasaal Hasan Syed) — https://sys.lhc.gov.pk/appjudgments/2026LHC4569.pdf (text retrieved 2026-08-10)
- 2026 LHC 2753 — Punjab Cooperative Board for Liquidation Through its Chairmain Vs Muhammad Tayyab etc (Mr. Justice Ch. Muhammad Iqbal) — https://sys.lhc.gov.pk/appjudgments/2026LHC2753.pdf (text retrieved 2026-08-10)
- 2024 LHC 5059 — KHAWAJA MUHAMMAD TAYYAB VS STATE ETC (Mr. Justice Sadaqat Ali Khan) — https://sys.lhc.gov.pk/appjudgments/2024LHC5059.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4569 — HANIFAN BIBI ETC VS MUHAMMAD TAYYAB (Mr. Jus; 2026 LHC 2753 — Punjab Cooperative Board for Liquidation Thr; 2024 LHC 5059 — KHAWAJA MUHAMMAD TAYYAB VS STATE ETC (Mr. Ju,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4569""}]",revision accepted; the impugned judgment and decree set aside/interfered with,,
prod-sol,C-HOLD-216,C-HOLD,True,What was the outcome in Syed Mujeeb Ali Gillani vs Province of Punjab (2026 LHC 4681)?,False,"The Lahore High Court **accepted the petition** and **set aside the impugned order dated 2 June 2022**, which had restored the religious-procession licence in the deceased licence holder’s name.

The Court further directed that:

- The Provincial Notification could not be treated as imposing a perpetual, absolute bar on considering licence applications.
- Punjab’s Home Department must formulate a comprehensive policy governing historical Muharram procession licences, including their continuation, restoration, renewal, modification, suspension, cancellation, and the consequences of a licence holder’s death.
- The policy should provide a process for resolving competing claims and reasonable application timelines, preferably within four months of receiving a certified copy of the judgment.
- After the policy is formulated, the relevant authority must reconsider the disputed historical licence after giving the petitioner, respondent No. 5, and the applicant an opportunity to be heard.
Sources:
- 2026 LHC 4681 — SYED MUJEEB ALI GILLANI VS PROVINCE OF PB. ETC. (Mr. Justice Anwaar Hussain) — https://sys.lhc.gov.pk/appjudgments/2026LHC4681.pdf (text retrieved 2026-08-10)
- 2023 LHC 2208 — Syed Faisal G. Meeran Vs Province of Punjab etc. (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2023LHC2208.pdf (text retrieved 2026-08-10)
- 2022 LHC 4704 — Muhammad Sibtain Khan etc Vs Province of Punjab etc (Mr. Justice Sadaqat Ali Khan) — https://sys.lhc.gov.pk/appjudg",2026 LHC 4681 — SYED MUJEEB ALI GILLANI VS PROVINCE OF PB. E; 2023 LHC 2208 — Syed Faisal G. Meeran Vs Province of Punjab ; 2022 LHC 4704 — Muhammad Sibtain Khan etc Vs Province of Pun,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4681""}]",petition accepted,,
prod-sol,C-FACT-217,C-FACT,True,Which judge decided the Meera Shafi petition reported as 2026 LHC 47?,False,"The Meera Shafi petition reported as **2026 LHC 47** was decided by **Mr. Justice Ahmad Nadeem Arshad** of the Lahore High Court.
Sources:
- 2026 LHC 47 — Meera Shafi through Saba Hamid Vs ADJ etc (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2026LHC47.pdf (text retrieved 2026-08-10)
- 2022 LHC 1786 — Meera Shafi etc Vs FOP etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC1786.pdf (text retrieved 2026-08-10)
- 2026 LHC 1143 — MUHAMMAD WASEEM AKTHAR ALI NAZ QURESHI VS HAFIZ SAJID SHAFIQ QURESHI ETC (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2026LHC1143.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 47 — Meera Shafi through Saba Hamid Vs ADJ etc (Mr.; 2022 LHC 1786 — Meera Shafi etc Vs FOP etc (Mr. Justice Tari; 2026 LHC 1143 — MUHAMMAD WASEEM AKTHAR ALI NAZ QURESHI VS HA,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 47""}]",Mr. Justice Ahmad Nadeem Arshad,,
prod-sol,C-FACT-218,C-FACT,True,Which judge decided Muhammad Abid vs The State (2026 LHC 4694)?,False,"Justice Abher Gul Khan decided **Muhammad Abid v. The State and others (2026 LHC 4694)** in the Lahore High Court.
Sources:
- 2026 LHC 4694 — Muhammad Abid Vs The State etc (Justice Abher Gul Khan) — https://sys.lhc.gov.pk/appjudgments/2026LHC4694.pdf (text retrieved 2026-08-10)
- 2026 LHC 4772 — Abid Ali Vs The State etc (Mr. Justice Tariq Mahmood Bajwa) — https://sys.lhc.gov.pk/appjudgments/2026LHC4772.pdf (text retrieved 2026-08-10)
- 2025 LHC 1923 — MUHAMMAD ABID VS STATE (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2025LHC1923.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4694 — Muhammad Abid Vs The State etc (Justice Abhe; 2026 LHC 4772 — Abid Ali Vs The State etc (Mr. Justice Tariq; 2025 LHC 1923 — MUHAMMAD ABID VS STATE (Mr. Justice Sadiq Ma,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4694""}]",Justice Abher Gul Khan,,
prod-sol,C-FACT-219,C-FACT,True,Which judge decided SNGPL vs Value CNG (2026 LHC 53)?,False,"SNGPL vs. M/s Value CNG (2026 LHC 53) was decided by **Mr. Justice Muhammad Sajid Mehmood Sethi** of the Lahore High Court.
Sources:
- 2026 LHC 53 — SNGPL through Bilal Asghar Vs MS Value CNG through CEO (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2026LHC53.pdf (text retrieved 2026-08-10)
- 2026 LHC 1596 — SNGPL . Vs Abdul Ghaffar (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2026LHC1596.pdf (text retrieved 2026-08-10)
- 2026 LHC 2643 — SNGPL VS MIRZA KHALID JAVED ETC (Mr. Justice Muhammad Raza Qureshi) — https://sys.lhc.gov.pk/appjudgments/2026LHC2643.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 53 — SNGPL through Bilal Asghar Vs MS Value CNG thr; 2026 LHC 1596 — SNGPL . Vs Abdul Ghaffar (Mr. Justice Muzami; 2026 LHC 2643 — SNGPL VS MIRZA KHALID JAVED ETC (Mr. Justice,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 53""}]",Mr. Justice Muhammad Sajid Mehmood Sethi,,
